query_id,pq,batch_index,approx_h2d_ms,approx_memset_ms,approx_kernel_ms,approx_d2h_ms,approx_total_ms,recall,seed_count,visited_nodes,expanded_nodes,neighbor_slots_scanned,candidate_nodes,distance_evals,frontier_pushes,result_updates,peak_frontier,peak_results,result_count,early_stopped
0,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.4,4,510,24,736,506,510,154,102,20,20,10,1
1,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.6,4,655,31,960,651,655,202,129,20,20,10,1
2,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.8,4,545,26,800,541,545,201,146,20,20,10,1
3,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,1,4,403,26,800,399,403,170,109,20,20,10,1
4,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.8,4,462,26,800,458,462,188,136,20,20,10,1
5,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.5,4,691,34,1056,687,691,239,153,20,20,10,1
6,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.7,4,522,25,768,518,522,161,109,20,20,10,1
7,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,1,4,525,31,960,521,525,267,209,20,20,10,1
8,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.9,4,597,27,832,593,597,182,116,20,20,10,1
9,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.8,4,722,36,1120,718,722,246,162,20,20,10,1
10,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.8,4,656,40,1248,652,656,232,137,20,20,10,1
11,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.6,4,540,26,800,536,540,194,134,20,20,10,1
12,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.8,4,445,25,768,441,445,181,128,20,20,10,1
13,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.7,4,501,25,768,497,501,180,137,20,20,10,1
14,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.6,4,580,30,928,576,580,197,125,20,20,10,1
15,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.7,4,482,30,928,478,482,189,133,20,20,10,1
16,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.6,4,492,27,832,488,492,184,125,20,20,10,1
17,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.2,4,517,26,800,513,517,157,92,20,20,10,1
18,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.3,4,550,27,832,546,550,218,145,20,20,10,1
19,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.8,4,552,26,800,548,552,176,116,20,20,10,1
20,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.8,4,525,28,864,521,525,233,183,20,20,10,1
21,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,1,4,662,31,960,658,662,224,144,20,20,10,1
22,20,0,4.68457e-05,0,0.00335667,1.95957e-05,0.00342311,0.1,4,426,24,736,422,426,176,123,20,20,10,1
