method,label,build_speedup_vs_official_gpu,search_speedup_vs_official_gpu,qps_ratio_vs_official_gpu,recall_gap_vs_official_gpu,recall_gap_vs_best
repro_cpu_raw,Repro CPU Raw,1.0860062555297454,2.8255722751622034,2.825819007524412,-0.0014999999999999458,-0.0014999999999999458
repro_gpu_raw,Repro GPU Raw,1.071911861081352,99.41218424649911,99.40728853227658,-0.0024999999999999467,-0.0024999999999999467
repro_gpu_hash,Repro GPU Hash,1.681185171654523,81.11262456162638,81.14379166998705,-0.69,-0.69
official_cpu_raw,Official CPU Raw (wall),1.163884540299513,0.8823118336699087,0.8856922515675075,-0.00019999999999986695,-0.00019999999999986695
official_gpu_raw,Official GPU Raw (wall),1.0,1.0,1.0,0.0,0.0
