query_id,pq,latency_ms,recall,seed_count,visited_nodes,expanded_nodes,neighbor_slots_scanned,candidate_nodes,distance_evals,frontier_pushes,result_updates,peak_frontier,peak_results,result_count,early_stopped
78,50,0.31401,0.9,4,1033,55,1728,1029,1033,1033,267,979,50,10,1
79,50,0.275652,1,4,792,58,1824,788,792,792,287,735,50,10,1
80,50,0.34235,1,4,1081,60,1888,1077,1081,1081,322,1022,50,10,1
81,50,0.322756,0.8,4,1022,55,1728,1018,1022,1022,226,968,50,10,1
82,50,0.336072,0.9,4,1069,59,1856,1065,1069,1069,266,1011,50,10,1
83,50,0.27908,1,4,906,55,1728,902,906,906,242,852,50,10,1
84,50,0.433069,0.7,4,1091,57,1792,1087,1091,1091,225,1035,50,10,1
85,50,0.269065,1,4,606,60,1888,602,606,606,269,547,50,10,1
86,50,0.291563,1,4,715,59,1856,711,715,715,275,657,50,10,1
87,50,0.255169,1,4,625,59,1856,621,625,625,294,567,50,10,1
88,50,0.278635,1,4,682,57,1792,678,682,682,259,626,50,10,1
89,50,0.380119,1,4,1005,60,1888,1001,1005,1005,327,946,50,10,1
90,50,0.211234,1,4,542,54,1696,538,542,542,221,489,50,10,1
91,50,0.373129,0.9,4,935,64,2016,931,935,935,299,872,50,10,1
92,50,0.333852,0.7,4,875,57,1792,871,875,875,229,819,50,10,1
93,50,0.284012,0.9,4,813,54,1696,809,813,813,212,760,50,10,1
94,50,0.205091,1,4,574,55,1728,570,574,574,214,520,50,10,1
95,50,0.352831,1,4,1070,65,2048,1066,1070,1070,311,1006,50,10,1
96,50,0.373142,0.6,4,1116,58,1824,1112,1116,1116,281,1059,50,10,1
97,50,0.245866,0.8,4,759,56,1760,755,759,759,216,704,50,10,1
98,50,0.254437,1,4,773,58,1824,769,773,773,300,716,50,10,1
99,50,0.26482,1,4,806,54,1696,802,806,806,214,753,50,10,1
100,50,0.289048,1,4,934,55,1728,930,934,934,245,880,50,10,1
101,50,0.269929,1,4,817,58,1824,813,817,817,261,761,50,10,1
102,50,0.326365,1,4,1037,61,1920,1033,1037,1037,286,977,50,10,1
103,50,0.270986,1,4,798,57,1792,794,798,798,261,742,50,10,1
104,50,0.290441,1,4,920,55,1728,916,920,920,214,866,50,10,1
105,50,0.338156,0.8,4,1002,59,1856,998,1002,1002,290,944,50,10,1
106,50,0.251533,0.9,4,794,54,1696,790,794,794,221,741,50,10,1
107,50,0.237205,1,4,703,59,1856,699,703,703,283,645,50,10,1
108,50,0.170749,0.9,4,499,59,1856,495,499,499,272,441,50,10,1
109,50,0.276048,1,4,850,56,1760,846,850,850,277,795,50,10,1
110,50,0.270739,1,4,849,56,1760,845,849,849,255,794,50,10,1
111,50,0.368394,1,4,1146,61,1920,1142,1146,1146,324,1086,50,10,1
112,50,0.19632,1,4,544,57,1792,540,544,544,241,488,50,10,1
113,50,0.329032,1,4,1005,61,1920,1001,1005,1005,315,945,50,10,1
114,50,0.236543,1,4,685,55,1728,681,685,685,221,631,50,10,1
115,50,0.331979,0.6,4,1064,56,1760,1060,1064,1064,263,1009,50,10,1
116,50,0.207309,1,4,590,56,1760,586,590,590,236,535,50,10,1
117,50,0.309881,0.9,4,991,55,1728,987,991,991,228,937,50,10,1
118,50,0.292007,1,4,912,56,1760,908,912,912,234,857,50,10,1
119,50,0.209601,1,4,584,59,1856,580,584,584,289,526,50,10,1
120,50,0.354064,0.7,4,1105,63,1984,1101,1105,1105,341,1043,50,10,1
121,50,0.319141,0.8,4,981,57,1792,977,981,981,282,925,50,10,1
122,50,0.316847,1,4,1000,57,1792,996,1000,1000,277,944,50,10,1
123,50,0.263847,1,4,774,58,1824,770,774,774,230,717,50,10,1
124,50,0.271626,1,4,838,55,1728,834,838,838,230,784,50,10,1
125,50,0.255004,1,4,852,55,1728,848,852,852,239,798,50,10,1
126,50,0.3943,0.7,4,1260,60,1888,1256,1260,1260,313,1201,50,10,1
127,50,0.270702,1,4,861,53,1664,857,861,861,188,809,50,10,1
128,50,0.297147,0.9,4,972,55,1728,968,972,972,214,918,50,10,1
129,50,0.290658,1,4,862,60,1888,858,862,862,311,803,50,10,1
130,50,0.432075,0.8,4,1358,74,2336,1354,1358,1358,293,1285,50,10,1
131,50,0.275069,1,4,850,58,1824,846,850,850,266,793,50,10,1
132,50,0.352712,0.9,4,1101,58,1824,1097,1101,1101,229,1044,50,10,1
133,50,0.435939,0.8,4,1304,76,2400,1300,1304,1304,290,1229,50,10,1
134,50,0.264075,0.9,4,820,60,1888,816,820,820,340,761,50,10,1
135,50,0.416738,0.7,4,1289,68,2144,1285,1289,1289,312,1222,50,10,1
136,50,0.341868,1,4,1089,63,1984,1085,1089,1089,263,1027,50,10,1
137,50,0.301879,1,4,932,58,1824,928,932,932,264,875,50,10,1
138,50,0.321391,1,4,982,60,1888,978,982,982,318,923,50,10,1
139,50,0.267678,0.7,4,896,54,1696,892,896,896,224,843,50,10,1
140,50,0.419469,0.9,4,1283,67,2112,1279,1283,1283,312,1217,50,10,1
141,50,0.220236,1,4,626,58,1824,622,626,626,209,569,50,10,1
142,50,0.295979,0.8,4,945,56,1760,941,945,945,251,890,50,10,1
143,50,0.288813,1,4,875,59,1856,871,875,875,307,817,50,10,1
144,50,0.282025,0.9,4,851,56,1760,847,851,851,195,796,50,10,1
145,50,0.301155,1,4,919,58,1824,915,919,919,276,862,50,10,1
146,50,0.337896,0.9,4,1055,62,1952,1051,1055,1055,313,994,50,10,1
147,50,0.277964,1,4,863,56,1760,859,863,863,216,808,50,10,1
148,50,0.296695,1,4,890,58,1824,886,890,890,268,833,50,10,1
149,50,0.325448,1,4,991,62,1952,987,991,991,316,930,50,10,1
150,50,0.359095,0.7,4,1129,58,1824,1125,1129,1129,287,1072,50,10,1
151,50,0.200973,1,4,589,58,1824,585,589,589,300,532,50,10,1
152,50,0.255737,1,4,764,57,1792,760,764,764,266,708,50,10,1
153,50,0.305779,1,4,936,57,1792,932,936,936,264,880,50,10,1
154,50,0.353819,0.8,4,1103,65,2048,1099,1103,1103,292,1039,50,10,1
155,50,0.470232,0.8,4,1544,79,2496,1540,1544,1544,335,1466,50,10,1
156,50,0.293291,0.8,4,941,58,1824,937,941,941,219,884,50,10,1
157,50,0.386625,0.5,4,1213,65,2048,1209,1213,1213,252,1149,50,10,1
158,50,0.348865,0.8,4,1111,54,1696,1107,1111,1111,240,1058,50,10,1
159,50,0.27987,0.8,4,913,54,1696,909,913,913,225,860,50,10,1
160,50,0.364067,0.7,4,1128,61,1920,1124,1128,1128,267,1068,50,10,1
161,50,0.291782,0.9,4,950,53,1664,946,950,950,200,898,50,10,1
162,50,0.39174,0.8,4,1227,62,1952,1223,1227,1227,226,1166,50,10,1
163,50,0.293597,0.8,4,1022,53,1664,1018,1022,1022,218,970,50,10,1
164,50,0.289105,1,4,921,54,1696,917,921,921,230,868,50,10,1
165,50,0.273641,1,4,822,54,1696,818,822,822,203,769,50,10,1
166,50,0.355891,0.7,4,1085,63,1984,1081,1085,1085,297,1023,50,10,1
167,50,0.321947,1,4,997,55,1728,993,997,997,226,943,50,10,1
168,50,0.29295,1,4,899,54,1696,895,899,899,206,846,50,10,1
169,50,0.307994,1,4,964,57,1792,960,964,964,233,908,50,10,1
170,50,0.39321,0.9,4,925,55,1728,921,925,925,245,871,50,10,1
171,50,0.556747,0.5,4,1085,59,1856,1081,1085,1085,264,1027,50,10,1
172,50,0.640231,0.8,4,1265,62,1952,1261,1265,1265,296,1204,50,10,1
173,50,0.372024,0.8,4,921,54,1696,917,921,921,199,868,50,10,1
174,50,0.297664,0.8,4,889,58,1824,885,889,889,285,832,50,10,1
175,50,0.276988,1,4,857,60,1888,853,857,857,239,798,50,10,1
176,50,0.248959,1,4,857,57,1792,853,857,857,212,801,50,10,1
177,50,0.30618,0.8,4,998,55,1728,994,998,998,222,944,50,10,1
178,50,0.413159,0.3,4,1265,64,2016,1261,1265,1265,306,1202,50,10,1
179,50,0.309408,0.7,4,1073,55,1728,1069,1073,1073,257,1019,50,10,1
180,50,0.324507,0.9,4,985,61,1920,981,985,985,284,925,50,10,1
181,50,0.302911,0.8,4,1000,54,1696,996,1000,1000,260,947,50,10,1
182,50,0.29889,1,4,906,59,1856,902,906,906,281,848,50,10,1
183,50,0.308983,0.9,4,999,55,1728,995,999,999,241,945,50,10,1
184,50,0.312242,0.9,4,949,56,1760,945,949,949,231,894,50,10,1
185,50,0.185151,1,4,532,55,1728,528,532,532,198,478,50,10,1
186,50,0.294915,0.9,4,913,58,1824,909,913,913,280,856,50,10,1
187,50,0.276343,1,4,877,53,1664,873,877,877,183,825,50,10,1
188,50,0.301979,0.9,4,988,56,1760,984,988,988,283,933,50,10,1
189,50,0.312547,1,4,942,61,1920,938,942,942,332,882,50,10,1
190,50,0.331806,1,4,980,68,2144,976,980,980,344,914,50,10,1
191,50,0.29998,1,4,958,54,1696,954,958,958,226,905,50,10,1
192,50,0.407068,0.8,4,1322,63,1984,1318,1322,1322,250,1260,50,10,1
193,50,0.315874,1,4,1014,61,1920,1010,1014,1014,320,954,50,10,1
194,50,0.345143,1,4,1071,58,1824,1067,1071,1071,259,1014,50,10,1
195,50,0.306519,1,4,951,54,1696,947,951,951,220,898,50,10,1
196,50,0.378779,0.6,4,1155,64,2016,1151,1155,1155,292,1092,50,10,1
197,50,0.313436,1,4,1033,56,1760,1029,1033,1033,246,978,50,10,1
198,50,0.237668,1,4,670,58,1824,666,670,670,266,613,50,10,1
199,50,0.389245,0.4,4,1257,62,1952,1253,1257,1257,254,1196,50,10,1
200,50,0.297474,1,4,1028,55,1728,1024,1028,1028,230,974,50,10,1
201,50,0.323795,0.8,4,1001,57,1792,997,1001,1001,281,945,50,10,1
202,50,0.406014,1,4,1236,62,1952,1232,1236,1236,335,1175,50,10,1
203,50,0.276599,1,4,854,55,1728,850,854,854,250,800,50,10,1
204,50,0.292328,1,4,892,55,1728,888,892,892,235,838,50,10,1
205,50,0.319443,1,4,983,59,1856,979,983,983,321,925,50,10,1
206,50,0.294364,1,4,899,59,1856,895,899,899,259,841,50,10,1
207,50,0.315101,0.9,4,976,59,1856,972,976,976,274,918,50,10,1
208,50,0.274947,1,4,887,58,1824,883,887,887,252,830,50,10,1
209,50,0.261698,1,4,809,54,1696,805,809,809,226,756,50,10,1
210,50,0.409898,0.6,4,1298,71,2240,1294,1298,1298,286,1228,50,10,1
211,50,0.27475,1,4,843,57,1792,839,843,843,287,788,50,10,1
212,50,0.252692,1,4,776,56,1760,772,776,776,225,721,50,10,1
213,50,0.361063,0.8,4,1157,62,1952,1153,1157,1157,298,1096,50,10,1
214,50,0.382812,0.6,4,1187,62,1952,1183,1187,1187,344,1126,50,10,1
215,50,0.285064,1,4,906,55,1728,902,906,906,222,852,50,10,1
216,50,0.298269,0.6,4,943,57,1792,939,943,943,227,887,50,10,1
217,50,0.311963,0.8,4,1059,56,1760,1055,1059,1059,273,1004,50,10,1
218,50,0.315433,0.7,4,1020,55,1728,1016,1020,1020,218,966,50,10,1
219,50,0.293303,1,4,904,58,1824,900,904,904,290,847,50,10,1
220,50,0.456524,1,4,1406,73,2304,1402,1406,1406,393,1334,50,10,1
221,50,0.350336,1,4,1122,59,1856,1118,1122,1122,284,1064,50,10,1
222,50,0.296557,0.3,4,1007,54,1696,1003,1007,1007,259,954,50,10,1
223,50,0.434778,0.6,4,1376,72,2272,1372,1376,1376,301,1305,50,10,1
224,50,0.347457,1,4,1098,59,1856,1094,1098,1098,292,1040,50,10,1
225,50,0.332684,0.3,4,1129,55,1728,1125,1129,1129,210,1075,50,10,1
226,50,0.335579,0.5,4,1084,62,1952,1080,1084,1084,264,1023,50,10,1
227,50,0.314849,0.5,4,1013,59,1856,1009,1013,1013,264,955,50,10,1
228,50,0.33162,0.9,4,1044,58,1824,1040,1044,1044,288,987,50,10,1
229,50,0.350371,0.8,4,1066,62,1952,1062,1066,1066,298,1005,50,10,1
230,50,0.238729,1,4,783,55,1728,779,783,783,191,729,50,10,1
231,50,0.290516,1,4,887,58,1824,883,887,887,276,830,50,10,1
232,50,0.26305,1,4,780,58,1824,776,780,780,290,723,50,10,1
233,50,0.326714,0.8,4,1047,57,1792,1043,1047,1047,259,991,50,10,1
234,50,0.324524,0.9,4,1024,59,1856,1020,1024,1024,295,966,50,10,1
235,50,0.267467,0.8,4,814,59,1856,810,814,814,263,757,50,10,1
236,50,0.26667,1,4,802,55,1728,798,802,802,218,748,50,10,1
237,50,0.327472,1,4,1012,64,2016,1008,1012,1012,344,949,50,10,1
238,50,0.338783,0.9,4,1074,60,1888,1070,1074,1074,272,1015,50,10,1
239,50,0.309153,0.9,4,994,56,1760,990,994,994,262,939,50,10,1
240,50,0.320968,1,4,994,58,1824,990,994,994,332,937,50,10,1
241,50,0.324225,0.5,4,1021,60,1888,1017,1021,1021,271,962,50,10,1
242,50,0.36012,0.8,4,1144,61,1920,1140,1144,1144,228,1084,50,10,1
243,50,0.303396,0.7,4,1000,57,1792,996,1000,1000,265,944,50,10,1
244,50,0.306738,0.8,4,941,61,1920,937,941,941,261,881,50,10,1
245,50,0.319609,1,4,1023,59,1856,1019,1023,1023,292,965,50,10,1
246,50,0.38113,0.7,4,1194,61,1920,1190,1194,1194,242,1134,50,10,1
247,50,0.302515,1,4,968,57,1792,964,968,968,308,913,50,10,1
248,50,0.315208,0.7,4,1058,57,1792,1054,1058,1058,262,1002,50,10,1
249,50,0.364269,0.9,4,1181,61,1920,1177,1181,1181,315,1121,50,10,1
250,50,0.296382,0,4,979,56,1760,975,979,979,199,924,50,10,1
251,50,0.466467,0.9,4,1463,74,2336,1459,1463,1463,333,1390,50,10,1
252,50,0.28535,0.4,4,953,53,1664,949,953,953,216,901,50,10,1
253,50,0.275545,1,4,818,57,1792,814,818,818,252,762,50,10,1
254,50,0.364321,0.7,4,1133,62,1952,1129,1133,1133,278,1072,50,10,1
255,50,0.32438,0.8,4,1081,55,1728,1077,1081,1081,248,1027,50,10,1
256,50,0.371305,0.8,4,1129,63,1984,1125,1129,1129,303,1067,50,10,1
257,50,0.308843,0.8,4,1033,58,1824,1029,1033,1033,246,976,50,10,1
258,50,0.327257,0.9,4,1045,60,1888,1041,1045,1045,274,986,50,10,1
259,50,0.42841,0.5,4,1429,73,2304,1425,1429,1429,289,1357,50,10,1
260,50,0.370491,0.7,4,1160,62,1952,1156,1160,1160,331,1099,50,10,1
261,50,0.284592,0.7,4,907,55,1728,903,907,907,229,853,50,10,1
262,50,0.329731,0.7,4,1084,54,1696,1080,1084,1084,216,1031,50,10,1
263,50,0.226988,1,4,621,55,1728,617,621,621,171,567,50,10,1
264,50,0.310648,1,4,982,59,1856,978,982,982,271,925,50,10,1
265,50,0.241924,1,4,710,58,1824,706,710,710,288,653,50,10,1
266,50,0.262881,1,4,812,56,1760,808,812,812,238,757,50,10,1
267,50,0.292935,0.9,4,920,57,1792,916,920,920,272,864,50,10,1
268,50,0.308748,0.7,4,1025,54,1696,1021,1025,1025,200,972,50,10,1
269,50,0.275305,1,4,793,57,1792,789,793,793,261,737,50,10,1
270,50,0.293212,0.8,4,1001,55,1728,997,1001,1001,214,947,50,10,1
271,50,0.285309,1,4,903,55,1728,899,903,903,244,849,50,10,1
272,50,0.289865,0.8,4,955,55,1728,951,955,955,208,901,50,10,1
273,50,0.295657,0.9,4,941,59,1856,937,941,941,239,883,50,10,1
274,50,0.357055,0.3,4,1131,60,1888,1127,1131,1131,271,1072,50,10,1
275,50,0.261914,0.9,4,839,58,1824,835,839,839,295,782,50,10,1
276,50,0.301432,0.5,4,942,59,1856,938,942,942,280,884,50,10,1
277,50,0.386909,0.9,4,1185,68,2144,1181,1185,1185,269,1118,50,10,1
278,50,0.304444,0.9,4,1021,55,1728,1017,1021,1021,240,967,50,10,1
279,50,0.298539,0.9,4,962,56,1760,958,962,962,290,907,50,10,1
280,50,0.297855,0.9,4,941,56,1760,937,941,941,258,886,50,10,1
281,50,0.309755,1,4,993,60,1888,989,993,993,263,934,50,10,1
282,50,0.331307,1,4,1047,57,1792,1043,1047,1047,244,991,50,10,1
283,50,0.334054,0.9,4,1103,59,1856,1099,1103,1103,314,1045,50,10,1
284,50,0.360817,0.8,4,1110,63,1984,1106,1110,1110,318,1049,50,10,1
285,50,0.347257,0.6,4,1154,59,1856,1150,1154,1154,279,1096,50,10,1
286,50,0.290627,0.9,4,969,56,1760,965,969,969,239,914,50,10,1
287,50,0.337297,1,4,1064,60,1888,1060,1064,1064,327,1005,50,10,1
288,50,0.240509,0.9,4,697,58,1824,693,697,697,278,640,50,10,1
289,50,0.318785,0.3,4,1065,58,1824,1061,1065,1065,258,1008,50,10,1
290,50,0.287964,1,4,920,57,1792,916,920,920,243,864,50,10,1
291,50,0.28144,0.8,4,939,55,1728,935,939,939,231,885,50,10,1
292,50,0.292411,1,4,950,56,1760,946,950,950,249,895,50,10,1
293,50,0.320693,0.8,4,1066,56,1760,1062,1066,1066,223,1011,50,10,1
294,50,0.28578,1,4,956,55,1728,952,956,956,213,902,50,10,1
295,50,0.408999,0.9,4,1235,60,1888,1231,1235,1235,326,1176,50,10,1
296,50,0.332943,0.9,4,1108,57,1792,1104,1108,1108,247,1052,50,10,1
297,50,0.349118,0.9,4,1082,61,1920,1078,1082,1082,257,1022,50,10,1
298,50,0.416654,0.8,4,1311,70,2208,1307,1311,1311,285,1242,50,10,1
299,50,0.293345,0.9,4,996,54,1696,992,996,996,230,943,50,10,1
300,50,0.398768,0.6,4,1268,69,2176,1264,1268,1268,259,1200,50,10,1
301,50,0.275054,0.9,4,826,58,1824,822,826,826,283,769,50,10,1
302,50,0.311195,1,4,1003,58,1824,999,1003,1003,230,947,50,10,1
303,50,0.298168,1,4,954,57,1792,950,954,954,288,898,50,10,1
304,50,0.450912,0.7,4,1415,68,2144,1411,1415,1415,302,1348,50,10,1
305,50,0.269163,0.5,4,889,54,1696,885,889,889,212,836,50,10,1
306,50,0.301012,0.6,4,959,55,1728,955,959,959,221,905,50,10,1
307,50,0.390836,0.5,4,1201,61,1920,1197,1201,1201,263,1141,50,10,1
308,50,0.311553,0.7,4,988,58,1824,984,988,988,262,931,50,10,1
309,50,0.313757,0.9,4,992,54,1696,988,992,992,202,939,50,10,1
310,50,0.355555,0.1,4,1146,69,2176,1142,1146,1146,243,1078,50,10,1
311,50,0.362803,0.5,4,1148,62,1952,1144,1148,1148,260,1087,50,10,1
312,50,0.369822,1,4,1142,59,1856,1138,1142,1142,245,1084,50,10,1
313,50,0.312248,0.6,4,1039,55,1728,1035,1039,1039,197,985,50,10,1
314,50,0.301618,1,4,928,57,1792,924,928,928,244,872,50,10,1
315,50,0.350428,1,4,1106,62,1952,1102,1106,1106,290,1045,50,10,1
316,50,0.373575,1,4,1129,61,1920,1125,1129,1129,291,1069,50,10,1
317,50,0.445292,0.9,4,1378,76,2400,1374,1378,1378,310,1303,50,10,1
318,50,0.309943,0.8,4,985,57,1792,981,985,985,232,929,50,10,1
319,50,0.289539,0.6,4,946,53,1664,942,946,946,197,894,50,10,1
320,50,0.420145,0.5,4,1279,70,2208,1275,1279,1279,307,1210,50,10,1
321,50,0.362667,0.9,4,1124,57,1792,1120,1124,1124,247,1068,50,10,1
322,50,0.337095,0.8,4,1089,60,1888,1085,1089,1089,301,1030,50,10,1
323,50,0.370747,0.9,4,1154,63,1984,1150,1154,1154,260,1092,50,10,1
324,50,0.32742,0.9,4,1077,55,1728,1073,1077,1077,243,1023,50,10,1
325,50,0.42543,0.8,4,1353,65,2048,1349,1353,1353,241,1289,50,10,1
326,50,0.418279,0.7,4,1266,75,2368,1262,1266,1266,320,1192,50,10,1
327,50,0.271238,1,4,858,57,1792,854,858,858,236,802,50,10,1
328,50,0.316367,1,4,979,58,1824,975,979,979,264,922,50,10,1
329,50,0.334689,0.8,4,993,57,1792,989,993,993,316,937,50,10,1
330,50,0.305645,1,4,934,55,1728,930,934,934,247,880,50,10,1
331,50,0.326183,0.8,4,997,55,1728,993,997,997,244,943,50,10,1
332,50,0.306039,0.9,4,1028,54,1696,1024,1028,1028,203,975,50,10,1
333,50,0.304207,0.7,4,964,56,1760,960,964,964,250,909,50,10,1
334,50,0.317963,1,4,1011,55,1728,1007,1011,1011,251,957,50,10,1
335,50,0.323948,1,4,1040,56,1760,1036,1040,1040,264,985,50,10,1
336,50,0.316072,0.9,4,1033,59,1856,1029,1033,1033,260,975,50,10,1
337,50,0.270957,0.9,4,900,56,1760,896,900,900,227,845,50,10,1
338,50,0.331065,0.7,4,1056,55,1728,1052,1056,1056,263,1002,50,10,1
339,50,0.308481,1,4,960,57,1792,956,960,960,283,904,50,10,1
340,50,0.304569,1,4,1005,57,1792,1001,1005,1005,255,949,50,10,1
341,50,0.330837,1,4,1063,58,1824,1059,1063,1063,227,1006,50,10,1
342,50,0.301299,0.9,4,977,54,1696,973,977,977,195,924,50,10,1
343,50,0.338994,1,4,1045,61,1920,1041,1045,1045,247,985,50,10,1
344,50,0.391488,1,4,1166,61,1920,1162,1166,1166,319,1106,50,10,1
345,50,0.306728,0.6,4,1038,57,1792,1034,1038,1038,248,982,50,10,1
346,50,0.320002,1,4,940,60,1888,936,940,940,328,881,50,10,1
347,50,0.315748,1,4,961,58,1824,957,961,961,269,904,50,10,1
348,50,0.33156,0.7,4,1101,55,1728,1097,1101,1101,231,1047,50,10,1
349,50,0.309846,0.9,4,1003,54,1696,999,1003,1003,259,950,50,10,1
350,50,0.304915,0.9,4,1008,57,1792,1004,1008,1008,242,952,50,10,1
351,50,0.309769,0.9,4,1050,61,1920,1046,1050,1050,189,990,50,10,1
