query_id,pq,latency_ms,recall,seed_count,visited_nodes,expanded_nodes,neighbor_slots_scanned,candidate_nodes,distance_evals,frontier_pushes,result_updates,peak_frontier,peak_results,result_count,early_stopped
58,10,0.11824,0.8,4,384,17,512,380,384,384,99,368,10,10,1
59,10,0.104885,0.2,4,313,17,512,309,313,313,114,297,10,10,1
60,10,0.129946,0.3,4,442,20,608,438,442,442,92,423,10,10,1
61,10,0.109667,0.4,4,330,17,512,326,330,330,106,314,10,10,1
62,10,0.127091,1,4,384,19,576,380,384,384,127,366,10,10,1
63,10,0.141286,0.4,4,448,23,704,444,448,448,109,426,10,10,1
64,10,0.096117,1,4,292,15,448,288,292,292,79,278,10,10,1
65,10,0.149187,0.7,4,462,24,736,458,462,462,114,439,10,10,1
66,10,0.076082,0.7,4,259,15,448,255,259,259,71,245,10,10,1
67,10,0.130653,0.6,4,414,22,672,410,414,414,109,393,10,10,1
68,10,0.094799,0.7,4,308,16,480,304,308,308,86,293,10,10,1
69,10,0.137274,0.3,4,451,24,736,447,451,451,94,428,10,10,1
70,10,0.097229,1,4,309,16,480,305,309,309,85,294,10,10,1
71,10,0.120344,0.8,4,381,20,608,377,381,381,110,362,10,10,1
72,10,0.095343,0.5,4,306,18,544,302,306,306,69,289,10,10,1
73,10,0.128739,0.9,4,391,21,640,387,391,391,101,371,10,10,1
74,10,0.155115,0.3,4,521,26,800,517,521,521,102,496,10,10,1
75,10,0.146193,0.2,4,485,24,736,481,485,485,104,462,10,10,1
76,10,0.121661,0.9,4,356,19,576,352,356,356,104,338,10,10,1
77,10,0.136739,0.7,4,435,20,608,431,435,435,105,416,10,10,1
78,10,0.106378,0.5,4,341,16,480,337,341,341,66,326,10,10,1
79,10,0.125293,1,4,396,19,576,392,396,396,127,378,10,10,1
80,10,0.1397,0.5,4,435,20,608,431,435,435,115,416,10,10,1
81,10,0.09207,0.5,4,278,15,448,274,278,278,76,264,10,10,1
82,10,0.178311,0.6,4,577,29,896,573,577,577,98,549,10,10,1
83,10,0.13723,1,4,456,23,704,452,456,456,89,434,10,10,1
84,10,0.122187,0.5,4,397,17,512,393,397,397,68,381,10,10,1
85,10,0.102942,1,4,304,21,640,300,304,304,119,284,10,10,1
86,10,0.117677,0.8,4,363,20,608,359,363,363,113,344,10,10,1
87,10,0.113646,1,4,350,20,608,346,350,350,140,331,10,10,1
88,10,0.10291,1,4,340,22,672,336,340,340,111,319,10,10,1
89,10,0.136933,0.8,4,444,21,640,440,444,444,141,424,10,10,1
90,10,0.084996,0.9,4,291,17,512,287,291,291,82,275,10,10,1
91,10,0.142621,0.6,4,437,24,736,433,437,437,105,414,10,10,1
92,10,0.091903,0.3,4,292,17,512,288,292,292,68,276,10,10,1
93,10,0.099941,0.9,4,319,17,512,315,319,319,66,303,10,10,1
94,10,0.081141,1,4,275,16,480,271,275,275,96,260,10,10,1
95,10,0.15869,0.6,4,481,25,768,477,481,481,116,457,10,10,1
96,10,0.117482,0.4,4,375,17,512,371,375,375,96,359,10,10,1
97,10,0.095604,0.5,4,308,17,512,304,308,308,74,292,10,10,1
98,10,0.116254,0.6,4,394,18,544,390,394,394,143,377,10,10,1
99,10,0.101293,1,4,328,18,544,324,328,328,75,311,10,10,1
100,10,0.126917,0.8,4,425,22,672,421,425,425,84,404,10,10,1
101,10,0.106177,0.9,4,358,18,544,354,358,358,96,341,10,10,1
102,10,0.123041,0.4,4,412,22,672,408,412,412,97,391,10,10,1
103,10,0.119471,0.9,4,360,20,608,356,360,360,102,341,10,10,1
104,10,0.10604,1,4,353,17,512,349,353,353,85,337,10,10,1
105,10,0.146927,0.7,4,448,23,704,444,448,448,112,426,10,10,1
106,10,0.086863,0.8,4,279,15,448,275,279,279,81,265,10,10,1
107,10,0.11111,1,4,373,20,608,369,373,373,126,354,10,10,1
108,10,0.097924,0.9,4,317,19,576,313,317,317,121,300,10,10,1
109,10,0.12249,0.8,4,389,20,608,385,389,389,95,370,10,10,1
110,10,0.091421,0.4,4,310,17,512,306,310,310,98,294,10,10,1
111,10,0.170986,0.9,4,556,28,864,552,556,556,105,529,10,10,1
112,10,0.102837,1,4,281,19,576,277,281,281,118,263,10,10,1
113,10,0.126968,0.5,4,395,21,640,391,395,395,101,375,10,10,1
114,10,0.084289,0.9,4,269,15,448,265,269,269,90,255,10,10,1
115,10,0.091536,0.1,4,304,15,448,300,304,304,71,290,10,10,1
116,10,0.086143,1,4,295,16,480,291,295,295,102,280,10,10,1
117,10,0.079524,0,4,262,15,448,258,262,262,73,248,10,10,1
118,10,0.112655,1,4,378,19,576,374,378,378,80,360,10,10,1
119,10,0.119733,1,4,387,23,704,383,387,387,133,365,10,10,1
120,10,0.177632,0.5,4,560,30,928,556,560,560,113,531,10,10,1
121,10,0.114717,0.6,4,367,17,512,363,367,367,100,351,10,10,1
122,10,0.139092,0.5,4,464,24,736,460,464,464,105,441,10,10,1
123,10,0.108512,1,4,347,18,544,343,347,347,109,330,10,10,1
124,10,0.097642,1,4,329,15,448,325,329,329,85,315,10,10,1
125,10,0.088807,0.7,4,324,15,448,320,324,324,89,310,10,10,1
126,10,0.115027,0,4,411,18,544,407,411,411,100,394,10,10,1
127,10,0.095565,0.6,4,294,14,416,290,294,294,59,281,10,10,1
128,10,0.100507,0.9,4,354,17,512,350,354,354,86,338,10,10,1
129,10,0.123405,0.6,4,392,21,640,388,392,392,110,372,10,10,1
130,10,0.138082,0.3,4,465,23,704,461,465,465,92,443,10,10,1
131,10,0.123886,1,4,377,21,640,373,377,377,101,357,10,10,1
132,10,0.126446,0.6,4,399,19,576,395,399,399,69,381,10,10,1
133,10,0.081908,0.2,4,261,16,480,257,261,261,80,246,10,10,1
134,10,0.129149,0.5,4,441,22,672,437,441,441,151,420,10,10,1
135,10,0.127428,0.3,4,421,20,608,417,421,421,113,402,10,10,1
136,10,0.136307,0.9,4,422,22,672,418,422,422,86,401,10,10,1
137,10,0.109368,0.7,4,360,18,544,356,360,360,98,343,10,10,1
138,10,0.132482,0.8,4,421,20,608,417,421,421,127,402,10,10,1
139,10,0.072956,0.2,4,273,14,416,269,273,273,67,260,10,10,1
140,10,0.125748,0.1,4,419,21,640,415,419,419,78,399,10,10,1
141,10,0.08325,0.8,4,251,18,544,247,251,251,91,234,10,10,1
142,10,0.154061,0.4,4,496,27,832,492,496,496,101,470,10,10,1
143,10,0.144076,0.9,4,468,24,736,464,468,468,119,445,10,10,1
144,10,0.095709,0.9,4,284,17,512,280,284,284,72,268,10,10,1
145,10,0.104036,0.5,4,343,18,544,339,343,343,108,326,10,10,1
146,10,0.144391,0.5,4,489,26,800,485,489,489,104,464,10,10,1
147,10,0.10668,0.9,4,333,16,480,329,333,333,81,318,10,10,1
148,10,0.127019,0.8,4,400,22,672,396,400,400,101,379,10,10,1
149,10,0.134031,0.4,4,428,23,704,424,428,428,110,406,10,10,1
150,10,0.106814,0.3,4,373,17,512,369,373,373,96,357,10,10,1
151,10,0.10345,0.9,4,336,19,576,332,336,336,136,318,10,10,1
152,10,0.102171,0.8,4,332,17,512,328,332,332,86,316,10,10,1
153,10,0.123385,0.8,4,412,23,704,408,412,412,92,390,10,10,1
154,10,0.130519,0.7,4,414,22,672,410,414,414,109,393,10,10,1
155,10,0.18925,0.1,4,648,32,992,644,648,648,113,617,10,10,1
156,10,0.079663,0.5,4,258,15,448,254,258,258,67,244,10,10,1
157,10,0.088976,0.3,4,317,16,480,313,317,317,67,302,10,10,1
158,10,0.098215,0.6,4,350,16,480,346,350,350,68,335,10,10,1
159,10,0.129933,0.7,4,417,21,640,413,417,417,71,397,10,10,1
160,10,0.114899,0.3,4,387,19,576,383,387,387,85,369,10,10,1
161,10,0.144522,0.7,4,472,23,704,468,472,472,69,450,10,10,1
162,10,0.077782,0.2,4,264,14,416,260,264,264,65,251,10,10,1
163,10,0.069278,0.8,4,258,14,416,254,258,258,63,245,10,10,1
164,10,0.097434,0.4,4,340,17,512,336,340,340,92,324,10,10,1
165,10,0.117483,0.8,4,396,19,576,392,396,396,71,378,10,10,1
166,10,0.175563,0.3,4,565,29,896,561,565,565,104,537,10,10,1
167,10,0.115966,0.8,4,371,17,512,367,371,371,82,355,10,10,1
168,10,0.088469,0.6,4,301,14,416,297,301,301,77,288,10,10,1
169,10,0.101951,0.9,4,341,17,512,337,341,341,63,325,10,10,1
170,10,0.108775,0.6,4,376,20,608,372,376,376,93,357,10,10,1
171,10,0.095129,0.3,4,320,16,480,316,320,320,76,305,10,10,1
172,10,0.140938,0.4,4,488,22,672,484,488,488,81,467,10,10,1
173,10,0.089626,0.8,4,278,15,448,274,278,278,60,264,10,10,1
174,10,0.111536,0.7,4,362,19,576,358,362,362,108,344,10,10,1
175,10,0.122143,1,4,396,23,704,392,396,396,77,374,10,10,1
176,10,0.083303,0.7,4,301,18,544,297,301,301,75,284,10,10,1
177,10,0.109121,0.7,4,382,18,544,378,382,382,72,365,10,10,1
178,10,0.133723,0.1,4,454,22,672,450,454,454,97,433,10,10,1
179,10,0.134293,0.4,4,460,20,608,456,460,460,72,441,10,10,1
180,10,0.132858,0.7,4,427,22,672,423,427,427,109,406,10,10,1
181,10,0.123112,0.6,4,427,22,672,423,427,427,83,406,10,10,1
182,10,0.134658,0.9,4,422,20,608,418,422,422,99,403,10,10,1
183,10,0.110822,0.2,4,367,19,576,363,367,367,77,349,10,10,1
184,10,0.085127,0.4,4,271,16,480,267,271,271,90,256,10,10,1
185,10,0.07291,1,4,265,15,448,261,265,265,86,251,10,10,1
186,10,0.115445,0.4,4,389,19,576,385,389,389,104,371,10,10,1
187,10,0.082776,0.8,4,294,14,416,290,294,294,58,281,10,10,1
188,10,0.099097,0.4,4,356,17,512,352,356,356,91,340,10,10,1
189,10,0.129016,0.3,4,431,22,672,427,431,431,109,410,10,10,1
190,10,0.167331,1,4,538,29,896,534,538,538,119,510,10,10,1
191,10,0.087213,0.4,4,303,15,448,299,303,303,68,289,10,10,1
192,10,0.079826,0.1,4,265,12,352,261,265,265,49,254,10,10,1
193,10,0.116123,0.9,4,395,22,672,391,395,395,119,374,10,10,1
194,10,0.130082,0.7,4,442,20,608,438,442,442,91,423,10,10,1
195,10,0.100516,0.5,4,340,17,512,336,340,340,75,324,10,10,1
196,10,0.119116,0.1,4,406,19,576,402,406,406,89,388,10,10,1
197,10,0.153046,0.7,4,504,23,704,500,504,504,96,482,10,10,1
198,10,0.102153,0.9,4,342,18,544,338,342,342,110,325,10,10,1
199,10,0.127391,0.3,4,462,21,640,458,462,462,86,442,10,10,1
200,10,0.106067,1,4,389,18,544,385,389,389,75,372,10,10,1
201,10,0.115781,0.4,4,383,19,576,379,383,383,92,365,10,10,1
202,10,0.144978,0.3,4,487,22,672,483,487,487,105,466,10,10,1
203,10,0.10054,0.8,4,333,17,512,329,333,333,94,317,10,10,1
204,10,0.099868,0.8,4,333,17,512,329,333,333,86,317,10,10,1
205,10,0.121527,0.7,4,414,20,608,410,414,414,115,395,10,10,1
206,10,0.122,1,4,397,20,608,393,397,397,108,378,10,10,1
207,10,0.112405,0.9,4,365,19,576,361,365,365,101,347,10,10,1
208,10,0.099307,0.9,4,374,20,608,370,374,374,116,355,10,10,1
209,10,0.083498,0.6,4,298,15,448,294,298,298,79,284,10,10,1
210,10,0.109132,0,4,387,18,544,383,387,387,92,370,10,10,1
211,10,0.129546,0.9,4,435,23,704,431,435,435,105,413,10,10,1
212,10,0.090674,0.8,4,295,16,480,291,295,295,93,280,10,10,1
213,10,0.137384,0.5,4,499,24,736,495,499,499,91,476,10,10,1
214,10,0.145776,0,4,472,24,736,468,472,472,111,449,10,10,1
215,10,0.090561,0.8,4,309,16,480,305,309,309,89,294,10,10,1
216,10,0.087662,0.4,4,299,15,448,295,299,299,65,285,10,10,1
217,10,0.164412,0.4,4,563,26,800,559,563,563,97,538,10,10,1
218,10,0.115166,0.7,4,397,19,576,393,397,397,59,379,10,10,1
219,10,0.134407,1,4,446,26,800,442,446,446,120,421,10,10,1
220,10,0.207441,0.4,4,683,32,992,679,683,683,137,652,10,10,1
221,10,0.113601,0.6,4,404,19,576,400,404,404,89,386,10,10,1
222,10,0.094174,0,4,330,15,448,326,330,330,74,316,10,10,1
223,10,0.11917,0,4,412,20,608,408,412,412,79,393,10,10,1
224,10,0.125891,0.4,4,425,20,608,421,425,425,102,406,10,10,1
225,10,0.095052,0.3,4,349,16,480,345,349,349,60,334,10,10,1
226,10,0.155105,0.4,4,466,30,928,462,466,466,88,437,10,10,1
227,10,0.117724,0.4,4,405,22,672,401,405,405,84,384,10,10,1
228,10,0.123487,0.4,4,426,20,608,422,426,426,103,407,10,10,1
229,10,0.122406,0.5,4,403,20,608,399,403,403,112,384,10,10,1
230,10,0.068207,1,4,248,15,448,244,248,248,79,234,10,10,1
231,10,0.140408,1,4,475,25,768,471,475,475,106,451,10,10,1
232,10,0.101619,0.8,4,343,19,576,339,343,343,107,325,10,10,1
233,10,0.126704,0.5,4,420,22,672,416,420,420,94,399,10,10,1
234,10,0.120671,0.1,4,395,20,608,391,395,395,113,376,10,10,1
235,10,0.114721,0.8,4,381,21,640,377,381,381,91,361,10,10,1
236,10,0.10076,1,4,324,17,512,320,324,324,91,308,10,10,1
237,10,0.132949,0.4,4,439,24,736,435,439,439,123,416,10,10,1
238,10,0.125124,0.7,4,416,20,608,412,416,416,86,397,10,10,1
239,10,0.109663,0.4,4,385,18,544,381,385,385,84,368,10,10,1
240,10,0.13298,0.9,4,466,22,672,462,466,466,119,445,10,10,1
241,10,0.123441,0.5,4,401,23,704,397,401,401,111,379,10,10,1
242,10,0.108522,0.4,4,368,20,608,364,368,368,67,349,10,10,1
243,10,0.105,0.2,4,367,18,544,363,367,367,86,350,10,10,1
244,10,0.11408,0.4,4,393,23,704,389,393,393,89,371,10,10,1
245,10,0.122314,0.6,4,427,21,640,423,427,427,97,407,10,10,1
246,10,0.141523,0.3,4,480,23,704,476,480,480,81,458,10,10,1
247,10,0.107106,0.3,4,381,17,512,377,381,381,131,365,10,10,1
248,10,0.141672,0.6,4,514,29,896,510,514,514,91,486,10,10,1
249,10,0.156612,0.4,4,549,25,768,545,549,549,108,525,10,10,1
250,10,0.085783,0,4,280,15,448,276,280,280,57,266,10,10,1
251,10,0.103033,0,4,371,18,544,367,371,371,68,354,10,10,1
252,10,0.094651,0.3,4,335,19,576,331,335,335,65,317,10,10,1
253,10,0.099,1,4,320,19,576,316,320,320,118,302,10,10,1
254,10,0.181913,0.5,4,598,30,928,594,598,598,103,569,10,10,1
255,10,0.126203,0.8,4,441,19,576,437,441,441,88,423,10,10,1
256,10,0.135195,0.2,4,471,22,672,467,471,471,85,450,10,10,1
257,10,0.112501,0.6,4,380,19,576,376,380,380,79,362,10,10,1
258,10,0.104349,0.4,4,356,20,608,352,356,356,88,337,10,10,1
259,10,0.08548,0.4,4,315,16,480,311,315,315,73,300,10,10,1
260,10,0.16704,0.3,4,545,26,800,541,545,545,128,520,10,10,1
261,10,0.096528,0.5,4,320,18,544,316,320,320,71,303,10,10,1
262,10,0.100664,0.6,4,363,16,480,359,363,363,74,348,10,10,1
263,10,0.070276,1,4,236,15,448,232,236,236,75,222,10,10,1
264,10,0.113666,0.8,4,390,18,544,386,390,390,93,373,10,10,1
265,10,0.112172,0.9,4,368,20,608,364,368,368,116,349,10,10,1
266,10,0.099292,0.7,4,333,18,544,329,333,333,102,316,10,10,1
267,10,0.109139,0.9,4,378,19,576,374,378,378,91,360,10,10,1
268,10,0.092477,0.4,4,327,16,480,323,327,327,69,312,10,10,1
269,10,0.110285,0.8,4,368,19,576,364,368,368,91,350,10,10,1
270,10,0.108244,0.5,4,395,21,640,391,395,395,61,375,10,10,1
271,10,0.103792,0.4,4,355,19,576,351,355,355,89,337,10,10,1
272,10,0.111483,0.5,4,384,23,704,380,384,384,82,362,10,10,1
273,10,0.109285,0.6,4,381,20,608,377,381,381,92,363,10,10,1
274,10,0.128752,0,4,460,23,704,456,460,460,77,438,10,10,1
275,10,0.112798,0.6,4,380,19,576,376,380,380,103,362,10,10,1
276,10,0.122883,0.5,4,416,21,640,412,416,416,86,396,10,10,1
277,10,0.141904,0.3,4,470,25,768,466,470,470,86,446,10,10,1
278,10,0.087689,0.8,4,306,16,480,302,306,306,74,291,10,10,1
279,10,0.123766,0.3,4,442,20,608,438,442,442,100,423,10,10,1
280,10,0.105031,0.8,4,360,20,608,356,360,360,83,341,10,10,1
281,10,0.112406,0.5,4,376,21,640,372,376,376,101,356,10,10,1
282,10,0.116652,0.4,4,397,19,576,393,397,397,79,379,10,10,1
283,10,0.132458,0.8,4,476,22,672,472,476,476,122,455,10,10,1
284,10,0.158618,0.7,4,540,26,800,536,540,540,108,515,10,10,1
285,10,0.12031,0.1,4,441,20,608,437,441,441,79,422,10,10,1
286,10,0.08552,0.6,4,312,15,448,308,312,312,72,298,10,10,1
287,10,0.144896,0.5,4,484,24,736,480,484,484,121,461,10,10,1
288,10,0.11489,0.8,4,373,22,672,369,373,373,111,352,10,10,1
289,10,0.087862,0.1,4,293,17,512,289,293,293,79,277,10,10,1
290,10,0.101309,0.5,4,347,17,512,343,347,347,88,331,10,10,1
291,10,0.081173,0.7,4,295,15,448,291,295,295,83,281,10,10,1
292,10,0.116234,0.8,4,417,21,640,413,417,417,91,397,10,10,1
293,10,0.147088,0.8,4,503,24,736,499,503,503,83,480,10,10,1
294,10,0.108113,0.8,4,373,19,576,369,373,373,83,355,10,10,1
295,10,0.136627,0.7,4,462,20,608,458,462,462,99,443,10,10,1
296,10,0.131248,0.6,4,470,22,672,466,470,470,83,449,10,10,1
297,10,0.116732,0.7,4,393,18,544,389,393,393,108,376,10,10,1
298,10,0.10783,0.3,4,374,18,544,370,374,374,71,357,10,10,1
299,10,0.086719,0.4,4,317,16,480,313,317,317,74,302,10,10,1
300,10,0.134122,0.2,4,485,23,704,481,485,485,92,463,10,10,1
301,10,0.120488,0.8,4,396,23,704,392,396,396,114,374,10,10,1
302,10,0.10132,0.8,4,350,19,576,346,350,350,79,332,10,10,1
303,10,0.103976,0.8,4,383,18,544,379,383,383,122,366,10,10,1
304,10,0.090401,0,4,345,15,448,341,345,345,73,331,10,10,1
305,10,0.056817,0.3,4,219,13,384,215,219,219,44,207,10,10,1
306,10,0.143401,0.6,4,520,26,800,516,520,520,74,495,10,10,1
307,10,0.119403,0.4,4,436,21,640,432,436,436,90,416,10,10,1
308,10,0.107955,0.2,4,364,19,576,360,364,364,79,346,10,10,1
309,10,0.115777,0.5,4,420,19,576,416,420,420,59,402,10,10,1
310,10,0.084453,0,4,293,17,512,289,293,293,59,277,10,10,1
311,10,0.157111,0.5,4,576,30,928,572,576,576,94,547,10,10,1
312,10,0.116056,0.4,4,408,21,640,404,408,408,77,388,10,10,1
313,10,0.077863,0.4,4,283,14,416,279,283,283,61,270,10,10,1
314,10,0.111215,1,4,398,19,576,394,398,398,103,380,10,10,1
315,10,0.16824,1,4,556,27,832,552,556,556,113,530,10,10,1
316,10,0.106864,0.5,4,370,19,576,366,370,370,84,352,10,10,1
317,10,0.137746,0,4,493,24,736,489,493,493,84,470,10,10,1
318,10,0.101449,0.6,4,354,20,608,350,354,354,80,335,10,10,1
319,10,0.08315,0.3,4,318,15,448,314,318,318,63,304,10,10,1
320,10,0.207397,0.2,4,698,35,1088,694,698,698,93,664,10,10,1
321,10,0.126718,0.5,4,440,22,672,436,440,440,82,419,10,10,1
322,10,0.148097,0.6,4,541,25,768,537,541,541,97,517,10,10,1
323,10,0.112146,0.2,4,398,19,576,394,398,398,68,380,10,10,1
324,10,0.122818,0.3,4,420,20,608,416,420,420,71,401,10,10,1
325,10,0.119869,0.2,4,441,20,608,437,441,441,75,422,10,10,1
326,10,0.10952,0,4,375,20,608,371,375,375,78,356,10,10,1
327,10,0.100636,1,4,359,19,576,355,359,359,97,341,10,10,1
328,10,0.101376,1,4,363,17,512,359,363,363,95,347,10,10,1
329,10,0.142727,0.3,4,498,24,736,494,498,498,101,475,10,10,1
330,10,0.109301,0.8,4,391,20,608,387,391,391,86,372,10,10,1
331,10,0.089515,0.7,4,309,15,448,305,309,309,80,295,10,10,1
332,10,0.076103,0.5,4,309,15,448,305,309,309,57,295,10,10,1
333,10,0.090484,0.4,4,330,16,480,326,330,330,77,315,10,10,1
334,10,0.089771,0.8,4,322,16,480,318,322,322,92,307,10,10,1
335,10,0.097122,0.6,4,346,17,512,342,346,346,86,330,10,10,1
336,10,0.122154,0.5,4,457,22,672,453,457,457,102,436,10,10,1
337,10,0.127467,0.7,4,482,26,800,478,482,482,79,457,10,10,1
338,10,0.123487,0.5,4,448,21,640,444,448,448,86,428,10,10,1
339,10,0.105502,0.4,4,383,18,544,379,383,383,105,366,10,10,1
340,10,0.088961,0.3,4,338,18,544,334,338,338,74,321,10,10,1
341,10,0.110727,0.9,4,400,19,576,396,400,400,87,382,10,10,1
342,10,0.095534,0.8,4,375,18,544,371,375,375,60,358,10,10,1
343,10,0.117215,0.9,4,403,18,544,399,403,403,78,386,10,10,1
344,10,0.146714,1,4,508,22,672,504,508,508,115,487,10,10,1
345,10,0.126649,0.3,4,452,24,736,448,452,452,78,429,10,10,1
346,10,0.120192,0.8,4,392,21,640,388,392,392,129,372,10,10,1
347,10,0.110762,0.9,4,382,18,544,378,382,382,90,365,10,10,1
348,10,0.111524,0.5,4,395,19,576,391,395,395,76,377,10,10,1
349,10,0.106906,0.4,4,388,18,544,384,388,388,82,371,10,10,1
350,10,0.10509,0.4,4,387,17,512,383,387,387,92,371,10,10,1
351,10,0.090535,0.8,4,328,16,480,324,328,328,63,313,10,10,1
352,10,0.11412,0.6,4,436,23,704,432,436,436,93,414,10,10,1
353,10,0.10041,0.9,4,358,18,544,354,358,358,80,341,10,10,1
354,10,0.1193,0.1,4,446,21,640,442,446,446,93,426,10,10,1
355,10,0.098182,0.3,4,351,17,512,347,351,351,91,335,10,10,1
356,10,0.098238,1,4,351,17,512,347,351,351,116,335,10,10,1
357,10,0.081483,0.9,4,285,15,448,281,285,285,51,271,10,10,1
358,10,0.12152,0.8,4,421,22,672,417,421,421,91,400,10,10,1
359,10,0.118363,0.7,4,430,18,544,426,430,430,91,413,10,10,1
360,10,0.127327,0.5,4,416,20,608,412,416,416,88,397,10,10,1
361,10,0.151391,0.4,4,531,24,736,527,531,531,90,508,10,10,1
362,10,0.097773,0.4,4,349,18,544,345,349,349,85,332,10,10,1
363,10,0.14034,1,4,488,23,704,484,488,488,116,466,10,10,1
364,10,0.095921,0.6,4,331,17,512,327,331,331,91,315,10,10,1
365,10,0.126456,1,4,435,22,672,431,435,435,115,414,10,10,1
366,10,0.120834,0.8,4,435,20,608,431,435,435,97,416,10,10,1
367,10,0.140157,0.5,4,483,24,736,479,483,483,98,460,10,10,1
368,10,0.080093,0.7,4,277,16,480,273,277,277,80,262,10,10,1
369,10,0.119992,0.6,4,441,20,608,437,441,441,90,422,10,10,1
370,10,0.085297,0.9,4,322,15,448,318,322,322,55,308,10,10,1
371,10,0.113418,1,4,419,19,576,415,419,419,70,401,10,10,1
372,10,0.067494,0.3,4,232,15,448,228,232,232,71,218,10,10,1
373,10,0.107761,0.6,4,413,18,544,409,413,413,99,396,10,10,1
374,10,0.115942,0.8,4,406,20,608,402,406,406,123,387,10,10,1
375,10,0.089458,0.2,4,345,15,448,341,345,345,60,331,10,10,1
